id,campaigndatecreated,campaignid,campaignname,datecreated,emailclickcount,emailclickcountprecentage,emaildeliveredcount,emailhardbouncecount,emailhardbouncecountprecentage,emailopencount,emailopencountprecentage,emailqueuedcount,emailsentcount,emailsoftbouncecount,emailsoftbouncecountprecentage,emailspambouncecount,emailspambouncecountprecentage,emailuniqueclickcount,emailuniqueclickcountprecentage,emailuniqueopencount,emailuniqueopencountprecentage,emailunsubscribecount,emailunsubscribecountprecentage,hastriggers,istestmode,name,smsbouncecount,smsbouncecountprecentage,smsclickcount,smsclickcountprecentage,smsdeliveredcount,smsqueuedcount,smssentcount,smsuniqueclickcount,smsuniqueclickcountprecentage,smsunsubscribecount,smsunsubscribecountprecentage,stagecount,stageid,totalrevenue,totaltransactions
ff9fc0e3-58c1-4012-9586-268fde4d95e6,27/07/2022 08:57:48,462511,LDF one week until subs close 27/07,2022-07-27 08:57:48,351,27.23%,3404,2,0.06%,2527,74.24%,0,3430,14,0.41%,10,0.29%,113,8.77%,1289,37.87%,8,0.24%,False,0,LDF One week until subs close 27/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,9309bf82-d95f-4341-bdd9-93824f5c6b13,£0.00,0
ff9fc0e3-58c1-4012-9586-268fde4d95e6,27/07/2022 08:57:48,462512,LDF one week - 2 day Resend 29/07,2022-07-27 08:57:48,117,36.79%,2217,1,0.04%,816,36.81%,0,2241,13,0.58%,10,0.45%,39,12.26%,318,14.34%,9,0.41%,False,0,LDF One week until subs close 27/07,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,13f5f2a5-63fd-4d90-8772-e3ebedd81b29,£0.00,0
ec4c06e1-4b35-4710-83cc-6e523ad93447,16/08/2022 09:21:43,469467,LDF Meeow announcement 16/08,2022-08-16 09:21:43,2608,172.37%,3530,11,0.31%,3635,102.97%,0,3570,15,0.42%,14,0.39%,249,16.46%,1513,42.86%,77,2.18%,False,0,LDF Meeow announce 16/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,c97108d3-7c08-4258-8d2c-be7a96a0b8d9,£0.00,0
1d36b892-69b6-4e64-aea9-e8e2dd945569,23/08/2022 09:12:48,471938,LDF Sept launch - 2 day Resend 25/08,2022-08-23 09:12:48,172,45.62%,2212,1,0.04%,685,30.97%,0,2240,14,0.62%,13,0.58%,109,28.91%,377,17.04%,5,0.23%,False,0,LDF September Launch 23/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,632a9b15-b67d-40ec-9e7f-46bba5f27651,£0.00,0
1d36b892-69b6-4e64-aea9-e8e2dd945569,23/08/2022 09:12:48,471937,LDF September Launch 23/08,2022-08-23 09:12:48,1127,68.34%,3779,6,0.16%,4575,121.06%,0,3813,15,0.39%,13,0.34%,502,30.44%,1649,43.64%,2,0.05%,False,0,LDF September Launch 23/08,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,94fd8452-515a-4854-8912-3c4b6a652703,£0.00,0
c716b20c-b126-4d35-9a88-8d94b89690b2,09/11/2022 12:14:00,506440,LDF November Roundup - 3 day Resend 13/11,2022-09-11 12:14:00,81,20.10%,2636,3,0.11%,822,31.18%,0,2667,16,0.60%,12,0.45%,37,9.18%,403,15.29%,5,0.19%,False,0,LDF November Roundup 10/11,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,,f2d3f4ba-35b4-4ba0-918b-640c745104a0,£0.00,0
c716b20c-b126-4d35-9a88-8d94b89690b2,09/11/2022 12:14:00,506439,LDF November Roundup 10/11,2022-09-11 12:14:00,4438,275.14%,4172,12,0.28%,3019,72.36%,0,4215,18,0.43%,13,0.31%,229,14.20%,1613,38.66%,9,0.22%,False,0,LDF November Roundup 10/11,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,,e31fe65a-dea9-4d61-8b76-ffd50f4b761f,£0.00,0
b3b7f6e4-e45e-46fa-ad25-2e270ae40489,13/09/2022 14:42:22,482066,LDF Sept One Week - 2 day Resend 15/08,2022-09-13 14:42:22,156,38.05%,2507,0,0.00%,864,34.46%,0,2543,23,0.90%,13,0.51%,77,18.78%,410,16.35%,11,0.44%,False,0,LDF September One Week 13/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,bf36119f-cc83-433d-b078-8f563e505704,£0.00,0
b3b7f6e4-e45e-46fa-ad25-2e270ae40489,13/09/2022 14:42:22,482065,LDF September One Week 13/09,2022-09-13 14:42:22,326,19.93%,4033,21,0.51%,3315,82.20%,0,4093,25,0.61%,14,0.34%,181,11.06%,1636,40.57%,12,0.30%,False,0,LDF September One Week 13/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,c58095cc-6bee-4714-b130-67c792e192c5,£0.00,0
4e0106cb-e5ad-48b7-892a-9f7aa649f7c3,20/09/2022 14:31:42,484488,LDF Day One 20/09,2022-09-20 14:31:41,298,18.49%,4004,4,0.10%,2951,73.70%,0,4042,20,0.49%,14,0.35%,165,10.24%,1612,40.26%,29,0.72%,False,0,LDF LIVE Day One 20/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,e1e98a90-5bfa-4e44-90a2-934c124e6cc9,£0.00,0
9c740b1e-d79d-43f6-a051-18e00678d1cf,26/09/2022 10:17:53,486813,LDF Week Two Live 26/09,2022-09-26 10:17:53,311,19.85%,4074,4,0.10%,2640,64.80%,0,4117,22,0.53%,17,0.41%,162,10.34%,1567,38.46%,11,0.27%,False,0,LDF Week Two LIVE 26/09,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,1.0,1406d8d1-b743-483d-8596-613a772671ef,£0.00,0
7efb93e4-770a-482c-8a45-d42e98b91276,29/09/2022 20:18:02,489056,LDF Sept Thank You - 3 day Resend 06/10,2022-09-29 20:18:02,36,9.33%,2700,1,0.04%,556,20.59%,0,2731,18,0.66%,12,0.44%,18,4.66%,386,14.30%,7,0.26%,False,0,LDF September Thank You 03/10,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,5c0a540c-3506-427e-95c8-4072079fb010,£0.00,0
7efb93e4-770a-482c-8a45-d42e98b91276,29/09/2022 20:18:02,489055,LDF September Thank You 03/10,2022-09-29 20:18:02,117,7.42%,4204,9,0.21%,2855,67.91%,0,4247,20,0.47%,14,0.33%,40,2.54%,1576,37.49%,15,0.36%,False,0,LDF September Thank You 03/10,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,2.0,00a8e4d8-f1c1-4c83-9441-b927e407c558,£0.00,0
0f6090f8-573a-47c1-bed1-d8f75d66cb4f,24/10/2022 10:43:49,499196,LDF October Roundup - 2 day Resend 26/10,2022-10-24 10:43:49,78,18.40%,2736,0,0.00%,771,28.18%,0,2764,18,0.65%,10,0.36%,38,8.96%,424,15.50%,14,0.51%,False,0,LDF October Roundup 24/10,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,,d36fd215-7eed-4940-a104-b0ca97f04819,£0.00,0
0f6090f8-573a-47c1-bed1-d8f75d66cb4f,24/10/2022 10:43:49,499195,LDF October Roundup 24/10,2022-10-24 10:43:49,3175,197.70%,4190,17,0.40%,4028,96.13%,0,4235,17,0.40%,11,0.26%,149,9.28%,1606,38.33%,13,0.31%,False,0,LDF October Roundup 24/10,0,0.00%,0,0.00%,0,0,0,0,0.00%,0,0.00%,,8652c2f9-51f5-4ca8-8754-8106cf906173,£0.00,0
